t_ms,s1,s2,s1_norm,s2_norm,thr1,thr2,line1,line2
206293,2863,1854,0.2337,0.4726,2130.5,1793,1,1
206393,2637,1442,0.3159,0.6578,2130.5,1793,1,0
206493,2869,1845,0.2316,0.4766,2130.5,1793,1,1
206593,2816,1753,0.2508,0.518,2130.5,1793,1,0
206693,2757,1627,0.2723,0.5746,2130.5,1793,1,0
206793,2753,1641,0.2737,0.5683,2130.5,1793,1,0
206893,2759,1654,0.2715,0.5625,2130.5,1793,1,0
206993,2630,1427,0.3184,0.6646,2130.5,1793,1,0
207093,2733,1602,0.281,0.5859,2130.5,1793,1,0
207193,2686,1503,0.2981,0.6304,2130.5,1793,1,0
207293,2699,1524,0.2933,0.621,2130.5,1793,1,0
207393,2513,1189,0.361,0.7716,2130.5,1793,1,0
207493,2529,1211,0.3551,0.7617,2130.5,1793,1,0
207593,2544,1247,0.3497,0.7455,2130.5,1793,1,0
207693,2479,1109,0.3733,0.8076,2130.5,1793,1,0
207793,2495,1146,0.3675,0.7909,2130.5,1793,1,0
207893,2559,1243,0.3442,0.7473,2130.5,1793,1,0
207993,2527,1137,0.3559,0.795,2130.5,1793,1,0
208093,2506,1210,0.3635,0.7621,2130.5,1793,1,0
208193,2479,1104,0.3733,0.8098,2130.5,1793,1,0
208293,2471,1098,0.3762,0.8125,2130.5,1793,1,0
208393,2452,1058,0.3831,0.8305,2130.5,1793,1,0
208493,2424,1007,0.3933,0.8534,2130.5,1793,1,0
208593,2404,959,0.4006,0.875,2130.5,1793,1,0
208693,2374,914,0.4115,0.8952,2130.5,1793,1,0
208793,2371,903,0.4126,0.9002,2130.5,1793,1,0
208893,2375,912,0.4111,0.8961,2130.5,1793,1,0
208993,2402,950,0.4013,0.879,2130.5,1793,1,0
209093,2414,976,0.3969,0.8674,2130.5,1793,1,0
209193,2401,955,0.4017,0.8768,2130.5,1793,1,0
209293,2425,1005,0.3929,0.8543,2130.5,1793,1,0
209393,2423,993,0.3937,0.8597,2130.5,1793,1,0
209493,2411,978,0.398,0.8665,2130.5,1793,1,0
209593,2414,991,0.3969,0.8606,2130.5,1793,1,0
209693,2423,998,0.3937,0.8575,2130.5,1793,1,0
209793,2384,932,0.4079,0.8871,2130.5,1793,1,0
209893,2369,906,0.4133,0.8988,2130.5,1793,1,0
209993,2359,876,0.4169,0.9123,2130.5,1793,1,0
210093,2320,807,0.4311,0.9433,2130.5,1793,1,0
210193,2311,815,0.4344,0.9397,2130.5,1793,1,0
210293,2383,932,0.4082,0.8871,2130.5,1793,1,0
210393,2319,805,0.4315,0.9442,2130.5,1793,1,0
210493,2318,806,0.4318,0.9438,2130.5,1793,1,0
210593,2321,802,0.4308,0.9456,2130.5,1793,1,0
210693,2324,807,0.4297,0.9433,2130.5,1793,1,0
210793,2358,875,0.4173,0.9128,2130.5,1793,1,0
210893,2368,885,0.4137,0.9083,2130.5,1793,1,0
210993,2363,885,0.4155,0.9083,2130.5,1793,1,0
211093,2379,912,0.4097,0.8961,2130.5,1793,1,0
211193,2355,873,0.4184,0.9137,2130.5,1793,1,0
211293,2359,848,0.4169,0.9249,2130.5,1793,1,0
211393,2343,850,0.4228,0.924,2130.5,1793,1,0
211493,2347,845,0.4213,0.9263,2130.5,1793,1,0
211593,2336,827,0.4253,0.9344,2130.5,1793,1,0
211693,2338,830,0.4246,0.933,2130.5,1793,1,0
211793,2470,1063,0.3766,0.8282,2130.5,1793,1,0
211893,2436,1015,0.3889,0.8498,2130.5,1793,1,0
211993,2382,907,0.4086,0.8984,2130.5,1793,1,0
212093,2341,839,0.4235,0.929,2130.5,1793,1,0
212193,2343,839,0.4228,0.929,2130.5,1793,1,0
212293,2352,848,0.4195,0.9249,2130.5,1793,1,0
212393,2440,995,0.3875,0.8588,2130.5,1793,1,0
212493,2395,950,0.4039,0.879,2130.5,1793,1,0
212593,2379,903,0.4097,0.9002,2130.5,1793,1,0
212693,2375,894,0.4111,0.9042,2130.5,1793,1,0
212793,2363,881,0.4155,0.9101,2130.5,1793,1,0
212893,2384,927,0.4079,0.8894,2130.5,1793,1,0
212993,2354,867,0.4188,0.9164,2130.5,1793,1,0
213093,2391,931,0.4053,0.8876,2130.5,1793,1,0
213193,2416,1050,0.3962,0.8341,2130.5,1793,1,0
213293,2422,995,0.394,0.8588,2130.5,1793,1,0
213393,2385,919,0.4075,0.893,2130.5,1793,1,0
213493,2352,861,0.4195,0.9191,2130.5,1793,1,0
213593,3574,2862,0,0.0193,2130.5,1793,1,1
213693,3613,2870,0,0.0157,2130.5,1793,1,1
213793,3652,2899,0,0.0027,2130.5,1793,1,1
213893,3651,2896,0,0.004,2130.5,1793,1,1
213993,3644,2910,0,0,2130.5,1793,1,1
214093,3660,2922,0,0,2130.5,1793,1,1
214193,3717,2881,0,0.0108,2130.5,1793,1,1
214293,3655,2917,0,0,2130.5,1793,1,1
214393,3660,2925,0,0,2130.5,1793,1,1
214493,3673,2937,0,0,2130.5,1793,1,1
214593,3674,2949,0,0,2130.5,1793,1,1
214693,3661,2932,0,0,2130.5,1793,1,1
214793,3653,2929,0,0,2130.5,1793,1,1
214893,3648,2928,0,0,2130.5,1793,1,1
214993,3636,2928,0,0,2130.5,1793,1,1
215093,3642,2923,0,0,2130.5,1793,1,1
215193,3642,2928,0,0,2130.5,1793,1,1
215293,3653,2942,0,0,2130.5,1793,1,1
215393,3645,2928,0,0,2130.5,1793,1,1
215493,3648,2935,0,0,2130.5,1793,1,1
215593,3638,2931,0,0,2130.5,1793,1,1
215693,3642,2931,0,0,2130.5,1793,1,1
215793,3631,2923,0,0,2130.5,1793,1,1
215893,3628,2916,0,0,2130.5,1793,1,1
215993,3615,2924,0,0,2130.5,1793,1,1
216093,3631,2926,0,0,2130.5,1793,1,1
216193,3618,2925,0,0,2130.5,1793,1,1
216293,3632,2931,0,0,2130.5,1793,1,1
216393,3631,2928,0,0,2130.5,1793,1,1
216493,3702,3051,0,0,2130.5,1793,1,1
216593,3634,2935,0,0,2130.5,1793,1,1
216693,3630,2928,0,0,2130.5,1793,1,1
216793,3635,2935,0,0,2130.5,1793,1,1
216893,3639,2939,0,0,2130.5,1793,1,1
216993,3643,2938,0,0,2130.5,1793,1,1
217093,3642,2939,0,0,2130.5,1793,1,1
217193,3768,3117,0,0,2130.5,1793,1,1
217293,3629,2927,0,0,2130.5,1793,1,1
217393,3635,2930,0,0,2130.5,1793,1,1
217493,3632,2928,0,0,2130.5,1793,1,1
217593,3632,2925,0,0,2130.5,1793,1,1
217693,3634,2927,0,0,2130.5,1793,1,1
217793,3632,2935,0,0,2130.5,1793,1,1
217893,3630,2928,0,0,2130.5,1793,1,1
217993,3633,2939,0,0,2130.5,1793,1,1
218093,3633,2939,0,0,2130.5,1793,1,1
218193,3632,2932,0,0,2130.5,1793,1,1
218293,3639,2939,0,0,2130.5,1793,1,1
218393,3632,2947,0,0,2130.5,1793,1,1
218493,3641,2931,0,0,2130.5,1793,1,1
218593,3632,2933,0,0,2130.5,1793,1,1
218693,3633,2940,0,0,2130.5,1793,1,1
218793,3638,2944,0,0,2130.5,1793,1,1
218893,3638,2939,0,0,2130.5,1793,1,1
218993,3639,2944,0,0,2130.5,1793,1,1
219093,3639,2945,0,0,2130.5,1793,1,1
219193,3638,2938,0,0,2130.5,1793,1,1
219293,3638,2945,0,0,2130.5,1793,1,1
219393,3647,2958,0,0,2130.5,1793,1,1
219493,3635,2939,0,0,2130.5,1793,1,1
219593,3643,2946,0,0,2130.5,1793,1,1
219693,3633,2942,0,0,2130.5,1793,1,1
219793,3632,2939,0,0,2130.5,1793,1,1
219893,3639,2949,0,0,2130.5,1793,1,1
219993,3631,2933,0,0,2130.5,1793,1,1
220093,3659,2935,0,0,2130.5,1793,1,1
220193,3634,2944,0,0,2130.5,1793,1,1
220293,3639,2945,0,0,2130.5,1793,1,1
220393,3644,2935,0,0,2130.5,1793,1,1
220493,3631,2939,0,0,2130.5,1793,1,1
220593,3647,2929,0,0,2130.5,1793,1,1
220693,3649,2944,0,0,2130.5,1793,1,1
220793,3634,2953,0,0,2130.5,1793,1,1
220893,3635,2936,0,0,2130.5,1793,1,1
220993,3639,2943,0,0,2130.5,1793,1,1
221093,3765,3131,0,0,2130.5,1793,1,1
221193,3771,3136,0,0,2130.5,1793,1,1
221293,3667,2994,0,0,2130.5,1793,1,1
221393,3665,2990,0,0,2130.5,1793,1,1
221493,3675,2997,0,0,2130.5,1793,1,1
221593,3658,2977,0,0,2130.5,1793,1,1
221693,3766,3126,0,0,2130.5,1793,1,1
221793,3634,2944,0,0,2130.5,1793,1,1
221893,3793,2980,0,0,2130.5,1793,1,1
221993,3635,2948,0,0,2130.5,1793,1,1
222093,3648,2951,0,0,2130.5,1793,1,1
222193,3677,2982,0,0,2130.5,1793,1,1
222293,3600,2929,0,0,2130.5,1793,1,1
222393,3641,2949,0,0,2130.5,1793,1,1
222493,3633,2939,0,0,2130.5,1793,1,1
222593,3634,2944,0,0,2130.5,1793,1,1
222693,3632,2943,0,0,2130.5,1793,1,1
222793,3625,2935,0,0,2130.5,1793,1,1
222893,3632,2947,0,0,2130.5,1793,1,1
222993,3637,2947,0,0,2130.5,1793,1,1
223093,3634,2943,0,0,2130.5,1793,1,1
223193,3635,2946,0,0,2130.5,1793,1,1
223293,3629,2943,0,0,2130.5,1793,1,1
223393,3629,2941,0,0,2130.5,1793,1,1
223493,3632,2944,0,0,2130.5,1793,1,1
223593,3632,2944,0,0,2130.5,1793,1,1
223693,3633,2946,0,0,2130.5,1793,1,1
223793,3637,2948,0,0,2130.5,1793,1,1
223893,3638,2950,0,0,2130.5,1793,1,1
223993,3637,2950,0,0,2130.5,1793,1,1
224093,3635,2944,0,0,2130.5,1793,1,1
224193,3631,2944,0,0,2130.5,1793,1,1
224293,3631,2941,0,0,2130.5,1793,1,1
224393,3635,2938,0,0,2130.5,1793,1,1
224493,3632,2944,0,0,2130.5,1793,1,1
224593,3632,2944,0,0,2130.5,1793,1,1
224693,3625,2932,0,0,2130.5,1793,1,1
224793,3627,2929,0,0,2130.5,1793,1,1
224893,3631,2941,0,0,2130.5,1793,1,1
224993,3622,2933,0,0,2130.5,1793,1,1
225093,3630,2934,0,0,2130.5,1793,1,1
225193,3627,2934,0,0,2130.5,1793,1,1
225293,3632,2942,0,0,2130.5,1793,1,1
225393,3633,2949,0,0,2130.5,1793,1,1
225493,3635,2947,0,0,2130.5,1793,1,1
225593,3632,2938,0,0,2130.5,1793,1,1
225693,3634,2943,0,0,2130.5,1793,1,1
225793,3632,2942,0,0,2130.5,1793,1,1
225893,3632,2933,0,0,2130.5,1793,1,1
225993,3630,2944,0,0,2130.5,1793,1,1
226093,3632,2943,0,0,2130.5,1793,1,1
226193,3631,2942,0,0,2130.5,1793,1,1
226293,3632,2949,0,0,2130.5,1793,1,1
226393,3617,2943,0,0,2130.5,1793,1,1
226493,3630,2941,0,0,2130.5,1793,1,1
226593,3639,2950,0,0,2130.5,1793,1,1
226693,3647,2962,0,0,2130.5,1793,1,1
226793,3633,2946,0,0,2130.5,1793,1,1
226893,3638,2957,0,0,2130.5,1793,1,1
226993,3641,2953,0,0,2130.5,1793,1,1
227093,3633,2941,0,0,2130.5,1793,1,1
227193,3629,2947,0,0,2130.5,1793,1,1
227293,3632,2948,0,0,2130.5,1793,1,1
227393,3644,2950,0,0,2130.5,1793,1,1
227493,3633,2950,0,0,2130.5,1793,1,1
227593,3626,2947,0,0,2130.5,1793,1,1
227693,3632,2944,0,0,2130.5,1793,1,1
227793,3632,2950,0,0,2130.5,1793,1,1
227893,3642,2955,0,0,2130.5,1793,1,1
227993,3639,2953,0,0,2130.5,1793,1,1
228093,3643,2951,0,0,2130.5,1793,1,1
228193,3631,2951,0,0,2130.5,1793,1,1
228293,3632,2950,0,0,2130.5,1793,1,1
228393,3637,2939,0,0,2130.5,1793,1,1
228493,3632,2951,0,0,2130.5,1793,1,1
228593,3629,2949,0,0,2130.5,1793,1,1
228693,3635,2942,0,0,2130.5,1793,1,1
228793,3626,2944,0,0,2130.5,1793,1,1
228893,3632,2946,0,0,2130.5,1793,1,1
228993,3621,2938,0,0,2130.5,1793,1,1
229093,3630,2942,0,0,2130.5,1793,1,1
229193,3631,2951,0,0,2130.5,1793,1,1
229293,3635,2949,0,0,2130.5,1793,1,1
229393,3642,2960,0,0,2130.5,1793,1,1
229493,3642,2960,0,0,2130.5,1793,1,1
229593,3632,2955,0,0,2130.5,1793,1,1
229693,3637,2952,0,0,2130.5,1793,1,1
229793,3636,2960,0,0,2130.5,1793,1,1
229893,3646,2966,0,0,2130.5,1793,1,1
229993,3646,2969,0,0,2130.5,1793,1,1
230093,3641,2962,0,0,2130.5,1793,1,1
230193,3645,2960,0,0,2130.5,1793,1,1
230293,3654,2974,0,0,2130.5,1793,1,1
230393,3648,2974,0,0,2130.5,1793,1,1
230493,3642,2965,0,0,2130.5,1793,1,1
230593,3653,2976,0,0,2130.5,1793,1,1
230693,3647,2975,0,0,2130.5,1793,1,1
230793,3648,2966,0,0,2130.5,1793,1,1
230893,3664,2986,0,0,2130.5,1793,1,1
230993,3651,2975,0,0,2130.5,1793,1,1
231093,3625,2975,0,0,2130.5,1793,1,1
231193,3648,2978,0,0,2130.5,1793,1,1
231293,3643,2970,0,0,2130.5,1793,1,1
231393,3632,2967,0,0,2130.5,1793,1,1
231493,3649,2970,0,0,2130.5,1793,1,1
231593,3646,2969,0,0,2130.5,1793,1,1
231693,3639,2965,0,0,2130.5,1793,1,1
231793,3646,2967,0,0,2130.5,1793,1,1
231893,3735,3061,0,0,2130.5,1793,1,1
231993,3644,2966,0,0,2130.5,1793,1,1
232093,3648,2974,0,0,2130.5,1793,1,1
232193,3638,2961,0,0,2130.5,1793,1,1
232293,3639,2978,0,0,2130.5,1793,1,1
232393,3642,2962,0,0,2130.5,1793,1,1
232493,3642,2963,0,0,2130.5,1793,1,1
232593,3648,2965,0,0,2130.5,1793,1,1
232693,3647,2974,0,0,2130.5,1793,1,1
232793,3645,2963,0,0,2130.5,1793,1,1
232893,3645,2966,0,0,2130.5,1793,1,1
232993,3632,2959,0,0,2130.5,1793,1,1
233093,3645,2963,0,0,2130.5,1793,1,1
233193,3643,2962,0,0,2130.5,1793,1,1
233293,3632,2957,0,0,2130.5,1793,1,1
233393,3633,2964,0,0,2130.5,1793,1,1
233493,3638,2958,0,0,2130.5,1793,1,1
233593,3634,2950,0,0,2130.5,1793,1,1
233693,3642,2959,0,0,2130.5,1793,1,1
233793,3634,2960,0,0,2130.5,1793,1,1
233893,3635,2955,0,0,2130.5,1793,1,1
233993,3642,2960,0,0,2130.5,1793,1,1
234093,3638,2961,0,0,2130.5,1793,1,1
234193,3632,2953,0,0,2130.5,1793,1,1
234293,3635,2959,0,0,2130.5,1793,1,1
234393,3635,2960,0,0,2130.5,1793,1,1
234493,3632,2955,0,0,2130.5,1793,1,1
234593,3632,2959,0,0,2130.5,1793,1,1
234693,3635,2957,0,0,2130.5,1793,1,1
234793,3635,2949,0,0,2130.5,1793,1,1
234893,3632,2954,0,0,2130.5,1793,1,1
234993,3632,2951,0,0,2130.5,1793,1,1
235093,3623,2945,0,0,2130.5,1793,1,1
235193,3628,2953,0,0,2130.5,1793,1,1
235293,3632,2954,0,0,2130.5,1793,1,1
235393,3623,2948,0,0,2130.5,1793,1,1
235493,3630,2957,0,0,2130.5,1793,1,1
235593,3634,2960,0,0,2130.5,1793,1,1
235693,3629,2947,0,0,2130.5,1793,1,1
235793,3632,2951,0,0,2130.5,1793,1,1
235893,3632,2960,0,0,2130.5,1793,1,1
235993,3634,2960,0,0,2130.5,1793,1,1
236093,3632,2960,0,0,2130.5,1793,1,1
236193,3633,2960,0,0,2130.5,1793,1,1
236293,3637,2960,0,0,2130.5,1793,1,1
236393,3635,2961,0,0,2130.5,1793,1,1
236493,3639,2965,0,0,2130.5,1793,1,1
236593,3759,3143,0,0,2130.5,1793,1,1
236693,3698,3071,0,0,2130.5,1793,1,1
236793,3678,3033,0,0,2130.5,1793,1,1
236893,3618,2943,0,0,2130.5,1793,1,1
236993,3617,2931,0,0,2130.5,1793,1,1
237093,3615,2937,0,0,2130.5,1793,1,1
237193,3622,2939,0,0,2130.5,1793,1,1
237293,3617,2937,0,0,2130.5,1793,1,1
237393,3622,2941,0,0,2130.5,1793,1,1
237493,3618,2941,0,0,2130.5,1793,1,1
237593,3615,2930,0,0,2130.5,1793,1,1
237693,3625,2939,0,0,2130.5,1793,1,1
237793,3621,2941,0,0,2130.5,1793,1,1
237893,3616,2933,0,0,2130.5,1793,1,1
237993,3623,2941,0,0,2130.5,1793,1,1
238093,3625,2947,0,0,2130.5,1793,1,1
238193,3632,2955,0,0,2130.5,1793,1,1
238293,3617,2940,0,0,2130.5,1793,1,1
238393,3626,2945,0,0,2130.5,1793,1,1
238493,3623,2948,0,0,2130.5,1793,1,1
238593,3635,2947,0,0,2130.5,1793,1,1
238693,3625,2944,0,0,2130.5,1793,1,1
238793,3612,2935,0,0,2130.5,1793,1,1
238893,3621,2944,0,0,2130.5,1793,1,1
238993,3617,2942,0,0,2130.5,1793,1,1
239093,3615,2933,0,0,2130.5,1793,1,1
239193,3626,2944,0,0,2130.5,1793,1,1
239293,3627,2949,0,0,2130.5,1793,1,1
239393,3627,2946,0,0,2130.5,1793,1,1
239493,3623,2947,0,0,2130.5,1793,1,1
239593,3622,2946,0,0,2130.5,1793,1,1
239693,3620,2939,0,0,2130.5,1793,1,1
239793,3619,2942,0,0,2130.5,1793,1,1
239893,3636,2975,0,0,2130.5,1793,1,1
239993,3621,2963,0,0,2130.5,1793,1,1
240093,3632,2966,0,0,2130.5,1793,1,1
240193,3632,2960,0,0,2130.5,1793,1,1
240293,3630,2954,0,0,2130.5,1793,1,1
240393,3632,2963,0,0,2130.5,1793,1,1
240493,3631,2963,0,0,2130.5,1793,1,1
240593,3638,2965,0,0,2130.5,1793,1,1
240693,3637,2967,0,0,2130.5,1793,1,1
240793,3632,2966,0,0,2130.5,1793,1,1
240893,3634,2961,0,0,2130.5,1793,1,1
240993,3632,2966,0,0,2130.5,1793,1,1
241093,3633,2963,0,0,2130.5,1793,1,1
241193,3632,2963,0,0,2130.5,1793,1,1
241293,3633,2964,0,0,2130.5,1793,1,1
241393,3634,2959,0,0,2130.5,1793,1,1
241493,3632,2960,0,0,2130.5,1793,1,1
241593,3631,2951,0,0,2130.5,1793,1,1
241693,3631,2961,0,0,2130.5,1793,1,1
241793,3611,2943,0,0,2130.5,1793,1,1
241893,3607,2937,0,0,2130.5,1793,1,1
241993,3613,2945,0,0,2130.5,1793,1,1
242093,3613,2939,0,0,2130.5,1793,1,1
242193,3614,2942,0,0,2130.5,1793,1,1
242293,3606,2939,0,0,2130.5,1793,1,1
242393,3623,2949,0,0,2130.5,1793,1,1
242493,3617,2945,0,0,2130.5,1793,1,1
242593,3616,2948,0,0,2130.5,1793,1,1
242693,3630,2963,0,0,2130.5,1793,1,1
242793,3616,2951,0,0,2130.5,1793,1,1
242893,3622,2960,0,0,2130.5,1793,1,1
242993,3622,2960,0,0,2130.5,1793,1,1
243093,3621,2955,0,0,2130.5,1793,1,1
243193,3624,2959,0,0,2130.5,1793,1,1
243293,3620,2958,0,0,2130.5,1793,1,1
243393,3609,2946,0,0,2130.5,1793,1,1
243493,3622,2960,0,0,2130.5,1793,1,1
243593,3616,2959,0,0,2130.5,1793,1,1
243693,3617,2951,0,0,2130.5,1793,1,1
243793,3622,2962,0,0,2130.5,1793,1,1
243893,3618,2961,0,0,2130.5,1793,1,1
243993,3605,2955,0,0,2130.5,1793,1,1
244093,3619,2960,0,0,2130.5,1793,1,1
244193,3617,2960,0,0,2130.5,1793,1,1
244293,3623,2955,0,0,2130.5,1793,1,1
244393,3619,2961,0,0,2130.5,1793,1,1
244493,3614,2959,0,0,2130.5,1793,1,1
244593,3607,2957,0,0,2130.5,1793,1,1
244693,3613,2954,0,0,2130.5,1793,1,1
244793,3611,2955,0,0,2130.5,1793,1,1
244893,3635,2960,0,0,2130.5,1793,1,1
244993,3605,2951,0,0,2130.5,1793,1,1
245093,3611,2956,0,0,2130.5,1793,1,1
245193,3609,2955,0,0,2130.5,1793,1,1
245293,3611,2958,0,0,2130.5,1793,1,1
245393,3622,2978,0,0,2130.5,1793,1,1
245493,3611,2960,0,0,2130.5,1793,1,1
245593,3613,2960,0,0,2130.5,1793,1,1
245693,3616,2960,0,0,2130.5,1793,1,1
245793,3614,2963,0,0,2130.5,1793,1,1
245893,3617,2960,0,0,2130.5,1793,1,1
245993,3614,2955,0,0,2130.5,1793,1,1
246093,3601,2950,0,0,2130.5,1793,1,1
246193,3607,2958,0,0,2130.5,1793,1,1
246293,3606,2959,0,0,2130.5,1793,1,1
246393,3602,2959,0,0,2130.5,1793,1,1
246493,3600,2949,0,0,2130.5,1793,1,1
246593,3605,2958,0,0,2130.5,1793,1,1
246693,3605,2960,0,0,2130.5,1793,1,1
246793,3599,2954,0,0,2130.5,1793,1,1
246893,3606,2960,0,0,2130.5,1793,1,1
246993,3605,2960,0,0,2130.5,1793,1,1
247093,3598,2953,0,0,2130.5,1793,1,1
247193,3598,2946,0,0,2130.5,1793,1,1
247293,3594,2947,0,0,2130.5,1793,1,1
247393,3597,2951,0,0,2130.5,1793,1,1
247493,3601,2960,0,0,2130.5,1793,1,1
247593,3600,2954,0,0,2130.5,1793,1,1
247693,3583,2955,0,0,2130.5,1793,1,1
247793,3600,2957,0,0,2130.5,1793,1,1
247893,3606,2962,0,0,2130.5,1793,1,1
247993,3601,2959,0,0,2130.5,1793,1,1
248093,3618,2979,0,0,2130.5,1793,1,1
248193,3615,2978,0,0,2130.5,1793,1,1
248293,3607,2963,0,0,2130.5,1793,1,1
248393,3610,2975,0,0,2130.5,1793,1,1
248493,3607,2977,0,0,2130.5,1793,1,1
248593,3600,2966,0,0,2130.5,1793,1,1
248693,3613,2982,0,0,2130.5,1793,1,1
248793,3617,2989,0,0,2130.5,1793,1,1
248893,3619,2982,0,0,2130.5,1793,1,1
248993,3607,2989,0,0,2130.5,1793,1,1
249093,3619,2988,0,0,2130.5,1793,1,1
249193,3619,2990,0,0,2130.5,1793,1,1
249293,3609,2979,0,0,2130.5,1793,1,1
249393,3613,2983,0,0,2130.5,1793,1,1
249493,3619,2989,0,0,2130.5,1793,1,1
249593,3606,2980,0,0,2130.5,1793,1,1
249693,3616,2986,0,0,2130.5,1793,1,1
249793,3622,2983,0,0,2130.5,1793,1,1
249893,3616,2992,0,0,2130.5,1793,1,1
249993,3614,2992,0,0,2130.5,1793,1,1
250093,3621,3001,0,0,2130.5,1793,1,1
250193,3620,2991,0,0,2130.5,1793,1,1
250293,3661,3105,0,0,2130.5,1793,1,1
250393,3612,2991,0,0,2130.5,1793,1,1
250493,3610,2978,0,0,2130.5,1793,1,1
250593,3607,2983,0,0,2130.5,1793,1,1
250693,3605,2989,0,0,2130.5,1793,1,1
250793,3601,2977,0,0,2130.5,1793,1,1
250893,3606,2988,0,0,2130.5,1793,1,1
250993,3610,2986,0,0,2130.5,1793,1,1
251093,3604,2977,0,0,2130.5,1793,1,1
251193,3614,2990,0,0,2130.5,1793,1,1
251293,3613,2990,0,0,2130.5,1793,1,1
251393,3601,2981,0,0,2130.5,1793,1,1
251493,3603,2986,0,0,2130.5,1793,1,1
251593,3611,2991,0,0,2130.5,1793,1,1
251693,3612,2983,0,0,2130.5,1793,1,1
251793,3619,2992,0,0,2130.5,1793,1,1
251893,3607,2992,0,0,2130.5,1793,1,1
251993,3602,2981,0,0,2130.5,1793,1,1
252093,3611,2985,0,0,2130.5,1793,1,1
252193,3605,2989,0,0,2130.5,1793,1,1
252293,3597,2979,0,0,2130.5,1793,1,1
252393,3611,2975,0,0,2130.5,1793,1,1
252493,3613,2985,0,0,2130.5,1793,1,1
252593,3600,2974,0,0,2130.5,1793,1,1
252693,3602,2980,0,0,2130.5,1793,1,1
252793,3607,2983,0,0,2130.5,1793,1,1
252893,3626,3024,0,0,2130.5,1793,1,1
252993,3603,2982,0,0,2130.5,1793,1,1
253093,3603,2985,0,0,2130.5,1793,1,1
253193,3601,2985,0,0,2130.5,1793,1,1
253293,3615,2990,0,0,2130.5,1793,1,1
253393,3597,2987,0,0,2130.5,1793,1,1
253493,3600,2988,0,0,2130.5,1793,1,1
253593,3606,2987,0,0,2130.5,1793,1,1
253693,3600,2985,0,0,2130.5,1793,1,1
253793,3605,2990,0,0,2130.5,1793,1,1
253893,3602,2991,0,0,2130.5,1793,1,1
253993,3603,2991,0,0,2130.5,1793,1,1
254093,3638,2985,0,0,2130.5,1793,1,1
254193,3600,2988,0,0,2130.5,1793,1,1
254293,3598,2982,0,0,2130.5,1793,1,1
254393,3599,2986,0,0,2130.5,1793,1,1
254493,3583,2977,0,0,2130.5,1793,1,1
254593,3599,2986,0,0,2130.5,1793,1,1
254693,3566,2974,0,0,2130.5,1793,1,1
254793,3601,2970,0,0,2130.5,1793,1,1
254893,3597,2980,0,0,2130.5,1793,1,1
254993,3600,2987,0,0,2130.5,1793,1,1
255093,3600,2975,0,0,2130.5,1793,1,1
255193,3598,2983,0,0,2130.5,1793,1,1
255293,3600,2989,0,0,2130.5,1793,1,1
255393,3597,2983,0,0,2130.5,1793,1,1
255493,3605,3001,0,0,2130.5,1793,1,1
255593,3600,2992,0,0,2130.5,1793,1,1
255693,3596,2994,0,0,2130.5,1793,1,1
255793,3619,2999,0,0,2130.5,1793,1,1
255893,3573,2980,0,0,2130.5,1793,1,1
255993,3583,2977,0,0,2130.5,1793,1,1
256093,3712,3171,0,0,2130.5,1793,1,1
256193,3638,2986,0,0,2130.5,1793,1,1
256293,3627,2992,0,0,2130.5,1793,1,1
256393,3685,3026,0,0,2130.5,1793,1,1
256493,3493,2997,0.0047,0,2130.5,1793,1,1
256593,3597,2992,0,0,2130.5,1793,1,1
256693,3601,2991,0,0,2130.5,1793,1,1
256793,3600,2992,0,0,2130.5,1793,1,1
256893,3594,2971,0,0,2130.5,1793,1,1
256993,3600,2995,0,0,2130.5,1793,1,1
257093,3603,2995,0,0,2130.5,1793,1,1
257193,3605,2993,0,0,2130.5,1793,1,1
257293,3602,2992,0,0,2130.5,1793,1,1
257393,3606,2998,0,0,2130.5,1793,1,1
257493,3613,2999,0,0,2130.5,1793,1,1
257593,3664,3133,0,0,2130.5,1793,1,1
257693,3699,3200,0,0,2130.5,1793,1,1
257793,3703,3200,0,0,2130.5,1793,1,1
257893,3703,3199,0,0,2130.5,1793,1,1
257993,3707,3203,0,0,2130.5,1793,1,1
258093,3709,3207,0,0,2130.5,1793,1,1
258193,3701,3210,0,0,2130.5,1793,1,1
258293,3700,3207,0,0,2130.5,1793,1,1
258393,3697,3207,0,0,2130.5,1793,1,1
258493,3680,3190,0,0,2130.5,1793,1,1
258593,3556,2946,0,0,2130.5,1793,1,1
258693,3557,2958,0,0,2130.5,1793,1,1
258793,3686,3174,0,0,2130.5,1793,1,1
258893,3696,3199,0,0,2130.5,1793,1,1
258993,3696,3199,0,0,2130.5,1793,1,1
259093,3664,3198,0,0,2130.5,1793,1,1
259193,3553,2961,0,0,2130.5,1793,1,1
259293,3553,2945,0,0,2130.5,1793,1,1
259393,3553,2942,0,0,2130.5,1793,1,1
259493,3562,2958,0,0,2130.5,1793,1,1
259593,3566,2967,0,0,2130.5,1793,1,1
259693,3568,2961,0,0,2130.5,1793,1,1
259793,3569,2963,0,0,2130.5,1793,1,1
259893,3579,2969,0,0,2130.5,1793,1,1
259993,3581,2961,0,0,2130.5,1793,1,1
260093,3593,2970,0,0,2130.5,1793,1,1
260193,3583,2969,0,0,2130.5,1793,1,1
260293,3581,2959,0,0,2130.5,1793,1,1
260393,3583,2963,0,0,2130.5,1793,1,1
