t_ms,s1,s2,s1_norm,s2_norm,thr1,thr2,line1,line2
162056,370,348,0.9685,0.9597,1367.5,1100,0,0
162156,400,359,0.9544,0.9529,1367.5,1100,0,0
162256,366,341,0.9704,0.9639,1367.5,1100,0,0
162356,358,340,0.9742,0.9645,1367.5,1100,0,0
162456,369,341,0.969,0.9639,1367.5,1100,0,0
162556,363,338,0.9718,0.9658,1367.5,1100,0,0
162656,363,340,0.9718,0.9645,1367.5,1100,0,0
162756,362,346,0.9723,0.9609,1367.5,1100,0,0
162856,361,338,0.9728,0.9658,1367.5,1100,0,0
162956,362,339,0.9723,0.9652,1367.5,1100,0,0
163056,363,341,0.9718,0.9639,1367.5,1100,0,0
163156,363,338,0.9718,0.9658,1367.5,1100,0,0
163256,359,338,0.9737,0.9658,1367.5,1100,0,0
163356,366,338,0.9704,0.9658,1367.5,1100,0,0
163456,362,340,0.9723,0.9645,1367.5,1100,0,0
163556,361,336,0.9728,0.967,1367.5,1100,0,0
163656,359,336,0.9737,0.967,1367.5,1100,0,0
163756,359,337,0.9737,0.9664,1367.5,1100,0,0
163856,358,348,0.9742,0.9597,1367.5,1100,0,0
163956,358,338,0.9742,0.9658,1367.5,1100,0,0
164056,359,337,0.9737,0.9664,1367.5,1100,0,0
164156,354,336,0.976,0.967,1367.5,1100,0,0
164256,357,343,0.9746,0.9627,1367.5,1100,0,0
164356,357,336,0.9746,0.967,1367.5,1100,0,0
164456,356,337,0.9751,0.9664,1367.5,1100,0,0
164556,358,336,0.9742,0.967,1367.5,1100,0,0
164656,363,336,0.9718,0.967,1367.5,1100,0,0
164756,358,337,0.9742,0.9664,1367.5,1100,0,0
164856,359,337,0.9737,0.9664,1367.5,1100,0,0
164956,362,339,0.9723,0.9652,1367.5,1100,0,0
165056,354,336,0.976,0.967,1367.5,1100,0,0
165156,359,338,0.9737,0.9658,1367.5,1100,0,0
165256,358,336,0.9742,0.967,1367.5,1100,0,0
165356,351,337,0.9775,0.9664,1367.5,1100,0,0
165456,357,345,0.9746,0.9615,1367.5,1100,0,0
165556,356,338,0.9751,0.9658,1367.5,1100,0,0
165656,355,337,0.9756,0.9664,1367.5,1100,0,0
165756,358,338,0.9742,0.9658,1367.5,1100,0,0
165856,359,339,0.9737,0.9652,1367.5,1100,0,0
165956,364,330,0.9713,0.9707,1367.5,1100,0,0
166056,358,334,0.9742,0.9682,1367.5,1100,0,0
166156,361,338,0.9728,0.9658,1367.5,1100,0,0
166256,363,336,0.9718,0.967,1367.5,1100,0,0
166356,358,339,0.9742,0.9652,1367.5,1100,0,0
166456,355,341,0.9756,0.9639,1367.5,1100,0,0
166556,360,340,0.9732,0.9645,1367.5,1100,0,0
166656,359,338,0.9737,0.9658,1367.5,1100,0,0
166756,357,338,0.9746,0.9658,1367.5,1100,0,0
166856,357,337,0.9746,0.9664,1367.5,1100,0,0
166956,354,338,0.976,0.9658,1367.5,1100,0,0
167056,358,338,0.9742,0.9658,1367.5,1100,0,0
167156,357,337,0.9746,0.9664,1367.5,1100,0,0
167256,361,338,0.9728,0.9658,1367.5,1100,0,0
167356,368,333,0.9695,0.9688,1367.5,1100,0,0
167456,357,336,0.9746,0.967,1367.5,1100,0,0
167556,351,336,0.9775,0.967,1367.5,1100,0,0
167656,357,337,0.9746,0.9664,1367.5,1100,0,0
167756,354,339,0.976,0.9652,1367.5,1100,0,0
167856,354,336,0.976,0.967,1367.5,1100,0,0
167956,355,339,0.9756,0.9652,1367.5,1100,0,0
168056,355,336,0.9756,0.967,1367.5,1100,0,0
168156,349,336,0.9784,0.967,1367.5,1100,0,0
168256,361,341,0.9728,0.9639,1367.5,1100,0,0
168356,357,336,0.9746,0.967,1367.5,1100,0,0
168456,357,336,0.9746,0.967,1367.5,1100,0,0
168556,358,336,0.9742,0.967,1367.5,1100,0,0
168656,356,339,0.9751,0.9652,1367.5,1100,0,0
168756,355,336,0.9756,0.967,1367.5,1100,0,0
168856,358,338,0.9742,0.9658,1367.5,1100,0,0
168956,357,337,0.9746,0.9664,1367.5,1100,0,0
169056,356,336,0.9751,0.967,1367.5,1100,0,0
169156,350,339,0.9779,0.9652,1367.5,1100,0,0
169256,358,336,0.9742,0.967,1367.5,1100,0,0
169356,353,336,0.9765,0.967,1367.5,1100,0,0
169456,354,336,0.976,0.967,1367.5,1100,0,0
169556,353,338,0.9765,0.9658,1367.5,1100,0,0
169656,354,338,0.976,0.9658,1367.5,1100,0,0
169756,354,337,0.976,0.9664,1367.5,1100,0,0
169856,355,337,0.9756,0.9664,1367.5,1100,0,0
169956,345,335,0.9803,0.9676,1367.5,1100,0,0
170056,354,336,0.976,0.967,1367.5,1100,0,0
170156,357,336,0.9746,0.967,1367.5,1100,0,0
170256,355,338,0.9756,0.9658,1367.5,1100,0,0
170356,352,339,0.977,0.9652,1367.5,1100,0,0
170456,356,349,0.9751,0.959,1367.5,1100,0,0
170556,356,337,0.9751,0.9664,1367.5,1100,0,0
170656,358,339,0.9742,0.9652,1367.5,1100,0,0
170756,355,336,0.9756,0.967,1367.5,1100,0,0
170856,358,337,0.9742,0.9664,1367.5,1100,0,0
170956,356,337,0.9751,0.9664,1367.5,1100,0,0
171056,356,334,0.9751,0.9682,1367.5,1100,0,0
171156,357,336,0.9746,0.967,1367.5,1100,0,0
171256,357,336,0.9746,0.967,1367.5,1100,0,0
171356,361,336,0.9728,0.967,1367.5,1100,0,0
171456,357,337,0.9746,0.9664,1367.5,1100,0,0
171556,363,337,0.9718,0.9664,1367.5,1100,0,0
171656,357,337,0.9746,0.9664,1367.5,1100,0,0
171756,359,336,0.9737,0.967,1367.5,1100,0,0
171856,352,335,0.977,0.9676,1367.5,1100,0,0
171956,356,336,0.9751,0.967,1367.5,1100,0,0
172056,356,346,0.9751,0.9609,1367.5,1100,0,0
172156,452,426,0.93,0.912,1367.5,1100,0,0
172256,366,347,0.9704,0.9603,1367.5,1100,0,0
172356,353,336,0.9765,0.967,1367.5,1100,0,0
172456,352,334,0.977,0.9682,1367.5,1100,0,0
172556,349,322,0.9784,0.9756,1367.5,1100,0,0
172656,338,337,0.9836,0.9664,1367.5,1100,0,0
172756,349,326,0.9784,0.9731,1367.5,1100,0,0
172856,349,335,0.9784,0.9676,1367.5,1100,0,0
172956,351,336,0.9775,0.967,1367.5,1100,0,0
173056,346,336,0.9798,0.967,1367.5,1100,0,0
173156,350,329,0.9779,0.9713,1367.5,1100,0,0
173256,352,331,0.977,0.97,1367.5,1100,0,0
173356,348,333,0.9789,0.9688,1367.5,1100,0,0
173456,339,334,0.9831,0.9682,1367.5,1100,0,0
173556,346,329,0.9798,0.9713,1367.5,1100,0,0
173656,342,331,0.9817,0.97,1367.5,1100,0,0
173756,342,327,0.9817,0.9725,1367.5,1100,0,0
173856,334,329,0.9854,0.9713,1367.5,1100,0,0
173956,356,330,0.9751,0.9707,1367.5,1100,0,0
174056,346,329,0.9798,0.9713,1367.5,1100,0,0
174156,336,336,0.9845,0.967,1367.5,1100,0,0
174256,344,315,0.9807,0.9798,1367.5,1100,0,0
174356,346,334,0.9798,0.9682,1367.5,1100,0,0
174456,348,331,0.9789,0.97,1367.5,1100,0,0
174556,349,330,0.9784,0.9707,1367.5,1100,0,0
174656,344,327,0.9807,0.9725,1367.5,1100,0,0
174756,349,336,0.9784,0.967,1367.5,1100,0,0
174856,351,322,0.9775,0.9756,1367.5,1100,0,0
174956,345,327,0.9803,0.9725,1367.5,1100,0,0
175056,375,327,0.9662,0.9725,1367.5,1100,0,0
175156,336,333,0.9845,0.9688,1367.5,1100,0,0
175256,351,326,0.9775,0.9731,1367.5,1100,0,0
175356,343,332,0.9812,0.9694,1367.5,1100,0,0
175456,344,325,0.9807,0.9737,1367.5,1100,0,0
175556,342,322,0.9817,0.9756,1367.5,1100,0,0
175656,348,330,0.9789,0.9707,1367.5,1100,0,0
175756,344,329,0.9807,0.9713,1367.5,1100,0,0
175856,341,329,0.9822,0.9713,1367.5,1100,0,0
175956,344,321,0.9807,0.9762,1367.5,1100,0,0
176056,343,325,0.9812,0.9737,1367.5,1100,0,0
176156,339,324,0.9831,0.9743,1367.5,1100,0,0
176256,341,327,0.9822,0.9725,1367.5,1100,0,0
176356,341,325,0.9822,0.9737,1367.5,1100,0,0
176456,341,324,0.9822,0.9743,1367.5,1100,0,0
176556,330,322,0.9873,0.9756,1367.5,1100,0,0
176656,343,334,0.9812,0.9682,1367.5,1100,0,0
176756,346,321,0.9798,0.9762,1367.5,1100,0,0
176856,342,326,0.9817,0.9731,1367.5,1100,0,0
176956,338,325,0.9836,0.9737,1367.5,1100,0,0
177056,336,323,0.9845,0.9749,1367.5,1100,0,0
177156,338,321,0.9836,0.9762,1367.5,1100,0,0
177256,336,320,0.9845,0.9768,1367.5,1100,0,0
177356,339,325,0.9831,0.9737,1367.5,1100,0,0
177456,339,322,0.9831,0.9756,1367.5,1100,0,0
177556,341,322,0.9822,0.9756,1367.5,1100,0,0
177656,330,322,0.9873,0.9756,1367.5,1100,0,0
177756,340,324,0.9826,0.9743,1367.5,1100,0,0
177856,339,320,0.9831,0.9768,1367.5,1100,0,0
177956,340,320,0.9826,0.9768,1367.5,1100,0,0
178056,341,322,0.9822,0.9756,1367.5,1100,0,0
178156,336,323,0.9845,0.9749,1367.5,1100,0,0
178256,336,320,0.9845,0.9768,1367.5,1100,0,0
178356,339,336,0.9831,0.967,1367.5,1100,0,0
178456,341,322,0.9822,0.9756,1367.5,1100,0,0
178556,336,320,0.9845,0.9768,1367.5,1100,0,0
178656,341,321,0.9822,0.9762,1367.5,1100,0,0
178756,339,324,0.9831,0.9743,1367.5,1100,0,0
178856,342,320,0.9817,0.9768,1367.5,1100,0,0
178956,339,324,0.9831,0.9743,1367.5,1100,0,0
179056,339,320,0.9831,0.9768,1367.5,1100,0,0
179156,339,324,0.9831,0.9743,1367.5,1100,0,0
179256,339,324,0.9831,0.9743,1367.5,1100,0,0
179356,340,323,0.9826,0.9749,1367.5,1100,0,0
179456,345,322,0.9803,0.9756,1367.5,1100,0,0
179556,336,322,0.9845,0.9756,1367.5,1100,0,0
179656,337,326,0.984,0.9731,1367.5,1100,0,0
179756,339,323,0.9831,0.9749,1367.5,1100,0,0
179856,338,324,0.9836,0.9743,1367.5,1100,0,0
179956,341,325,0.9822,0.9737,1367.5,1100,0,0
180056,336,325,0.9845,0.9737,1367.5,1100,0,0
180156,337,320,0.984,0.9768,1367.5,1100,0,0
180256,339,322,0.9831,0.9756,1367.5,1100,0,0
180356,339,326,0.9831,0.9731,1367.5,1100,0,0
180456,337,324,0.984,0.9743,1367.5,1100,0,0
180556,363,323,0.9718,0.9749,1367.5,1100,0,0
180656,341,324,0.9822,0.9743,1367.5,1100,0,0
180756,333,324,0.9859,0.9743,1367.5,1100,0,0
180856,343,326,0.9812,0.9731,1367.5,1100,0,0
180956,342,315,0.9817,0.9798,1367.5,1100,0,0
181056,337,323,0.984,0.9749,1367.5,1100,0,0
181156,341,322,0.9822,0.9756,1367.5,1100,0,0
181256,339,321,0.9831,0.9762,1367.5,1100,0,0
181356,337,320,0.984,0.9768,1367.5,1100,0,0
181456,341,323,0.9822,0.9749,1367.5,1100,0,0
181556,347,320,0.9793,0.9768,1367.5,1100,0,0
181656,336,321,0.9845,0.9762,1367.5,1100,0,0
181756,338,325,0.9836,0.9737,1367.5,1100,0,0
181856,340,325,0.9826,0.9737,1367.5,1100,0,0
181956,338,320,0.9836,0.9768,1367.5,1100,0,0
182056,339,325,0.9831,0.9737,1367.5,1100,0,0
182156,340,322,0.9826,0.9756,1367.5,1100,0,0
182256,339,321,0.9831,0.9762,1367.5,1100,0,0
182356,337,321,0.984,0.9762,1367.5,1100,0,0
182456,342,321,0.9817,0.9762,1367.5,1100,0,0
182556,338,321,0.9836,0.9762,1367.5,1100,0,0
182656,341,322,0.9822,0.9756,1367.5,1100,0,0
182756,341,323,0.9822,0.9749,1367.5,1100,0,0
182856,336,319,0.9845,0.9774,1367.5,1100,0,0
182956,341,323,0.9822,0.9749,1367.5,1100,0,0
183056,337,322,0.984,0.9756,1367.5,1100,0,0
183156,341,335,0.9822,0.9676,1367.5,1100,0,0
183256,342,322,0.9817,0.9756,1367.5,1100,0,0
183356,345,322,0.9803,0.9756,1367.5,1100,0,0
183456,338,323,0.9836,0.9749,1367.5,1100,0,0
183556,342,322,0.9817,0.9756,1367.5,1100,0,0
183656,338,317,0.9836,0.9786,1367.5,1100,0,0
183756,336,324,0.9845,0.9743,1367.5,1100,0,0
183856,341,321,0.9822,0.9762,1367.5,1100,0,0
183956,338,324,0.9836,0.9743,1367.5,1100,0,0
184056,337,326,0.984,0.9731,1367.5,1100,0,0
184156,339,325,0.9831,0.9737,1367.5,1100,0,0
184256,349,323,0.9784,0.9749,1367.5,1100,0,0
184356,340,322,0.9826,0.9756,1367.5,1100,0,0
184456,339,321,0.9831,0.9762,1367.5,1100,0,0
184556,345,323,0.9803,0.9749,1367.5,1100,0,0
184656,338,323,0.9836,0.9749,1367.5,1100,0,0
184756,337,319,0.984,0.9774,1367.5,1100,0,0
184856,338,322,0.9836,0.9756,1367.5,1100,0,0
184956,336,323,0.9845,0.9749,1367.5,1100,0,0
185056,327,321,0.9887,0.9762,1367.5,1100,0,0
185156,341,322,0.9822,0.9756,1367.5,1100,0,0
185256,337,323,0.984,0.9749,1367.5,1100,0,0
185356,336,322,0.9845,0.9756,1367.5,1100,0,0
185456,336,327,0.9845,0.9725,1367.5,1100,0,0
185556,343,321,0.9812,0.9762,1367.5,1100,0,0
185656,336,322,0.9845,0.9756,1367.5,1100,0,0
185756,347,320,0.9793,0.9768,1367.5,1100,0,0
185856,338,320,0.9836,0.9768,1367.5,1100,0,0
185956,341,321,0.9822,0.9762,1367.5,1100,0,0
186056,336,322,0.9845,0.9756,1367.5,1100,0,0
186156,342,308,0.9817,0.9841,1367.5,1100,0,0
186256,336,323,0.9845,0.9749,1367.5,1100,0,0
186356,338,323,0.9836,0.9749,1367.5,1100,0,0
186456,338,323,0.9836,0.9749,1367.5,1100,0,0
186556,337,320,0.984,0.9768,1367.5,1100,0,0
186656,338,323,0.9836,0.9749,1367.5,1100,0,0
186756,338,320,0.9836,0.9768,1367.5,1100,0,0
186856,336,320,0.9845,0.9768,1367.5,1100,0,0
186956,342,323,0.9817,0.9749,1367.5,1100,0,0
187056,338,322,0.9836,0.9756,1367.5,1100,0,0
187156,336,320,0.9845,0.9768,1367.5,1100,0,0
187256,336,322,0.9845,0.9756,1367.5,1100,0,0
187356,337,320,0.984,0.9768,1367.5,1100,0,0
187456,336,319,0.9845,0.9774,1367.5,1100,0,0
187556,337,320,0.984,0.9768,1367.5,1100,0,0
187656,337,320,0.984,0.9768,1367.5,1100,0,0
187756,338,321,0.9836,0.9762,1367.5,1100,0,0
187856,340,323,0.9826,0.9749,1367.5,1100,0,0
187956,336,326,0.9845,0.9731,1367.5,1100,0,0
188056,339,324,0.9831,0.9743,1367.5,1100,0,0
188156,340,326,0.9826,0.9731,1367.5,1100,0,0
188256,338,336,0.9836,0.967,1367.5,1100,0,0
188356,336,326,0.9845,0.9731,1367.5,1100,0,0
188456,336,327,0.9845,0.9725,1367.5,1100,0,0
188556,339,323,0.9831,0.9749,1367.5,1100,0,0
188656,339,325,0.9831,0.9737,1367.5,1100,0,0
188756,341,333,0.9822,0.9688,1367.5,1100,0,0
188856,339,315,0.9831,0.9798,1367.5,1100,0,0
188956,340,322,0.9826,0.9756,1367.5,1100,0,0
189056,336,325,0.9845,0.9737,1367.5,1100,0,0
189156,338,322,0.9836,0.9756,1367.5,1100,0,0
189256,338,322,0.9836,0.9756,1367.5,1100,0,0
189356,336,320,0.9845,0.9768,1367.5,1100,0,0
189456,338,322,0.9836,0.9756,1367.5,1100,0,0
189556,338,323,0.9836,0.9749,1367.5,1100,0,0
189656,336,321,0.9845,0.9762,1367.5,1100,0,0
189756,338,324,0.9836,0.9743,1367.5,1100,0,0
189856,337,323,0.984,0.9749,1367.5,1100,0,0
189956,336,320,0.9845,0.9768,1367.5,1100,0,0
190056,343,323,0.9812,0.9749,1367.5,1100,0,0
190156,336,321,0.9845,0.9762,1367.5,1100,0,0
190256,336,321,0.9845,0.9762,1367.5,1100,0,0
190356,338,321,0.9836,0.9762,1367.5,1100,0,0
190456,342,321,0.9817,0.9762,1367.5,1100,0,0
190556,336,317,0.9845,0.9786,1367.5,1100,0,0
190656,349,322,0.9784,0.9756,1367.5,1100,0,0
190756,336,320,0.9845,0.9768,1367.5,1100,0,0
190856,335,320,0.985,0.9768,1367.5,1100,0,0
190956,336,321,0.9845,0.9762,1367.5,1100,0,0
191056,336,322,0.9845,0.9756,1367.5,1100,0,0
191156,340,319,0.9826,0.9774,1367.5,1100,0,0
191256,337,323,0.984,0.9749,1367.5,1100,0,0
191356,337,322,0.984,0.9756,1367.5,1100,0,0
191456,337,329,0.984,0.9713,1367.5,1100,0,0
191556,336,325,0.9845,0.9737,1367.5,1100,0,0
191656,336,325,0.9845,0.9737,1367.5,1100,0,0
191756,341,325,0.9822,0.9737,1367.5,1100,0,0
191856,338,322,0.9836,0.9756,1367.5,1100,0,0
191956,336,320,0.9845,0.9768,1367.5,1100,0,0
192056,335,309,0.985,0.9835,1367.5,1100,0,0
192156,338,331,0.9836,0.97,1367.5,1100,0,0
192256,336,335,0.9845,0.9676,1367.5,1100,0,0
192356,338,325,0.9836,0.9737,1367.5,1100,0,0
192456,337,324,0.984,0.9743,1367.5,1100,0,0
192556,338,324,0.9836,0.9743,1367.5,1100,0,0
192656,341,325,0.9822,0.9737,1367.5,1100,0,0
192756,339,321,0.9831,0.9762,1367.5,1100,0,0
192856,336,323,0.9845,0.9749,1367.5,1100,0,0
192956,336,331,0.9845,0.97,1367.5,1100,0,0
193056,336,324,0.9845,0.9743,1367.5,1100,0,0
193156,339,324,0.9831,0.9743,1367.5,1100,0,0
193256,337,323,0.984,0.9749,1367.5,1100,0,0
193356,336,325,0.9845,0.9737,1367.5,1100,0,0
193456,337,325,0.984,0.9737,1367.5,1100,0,0
193556,338,325,0.9836,0.9737,1367.5,1100,0,0
193656,338,323,0.9836,0.9749,1367.5,1100,0,0
193756,337,321,0.984,0.9762,1367.5,1100,0,0
193856,338,323,0.9836,0.9749,1367.5,1100,0,0
193956,336,322,0.9845,0.9756,1367.5,1100,0,0
194056,339,321,0.9831,0.9762,1367.5,1100,0,0
194156,336,322,0.9845,0.9756,1367.5,1100,0,0
194256,337,320,0.984,0.9768,1367.5,1100,0,0
194356,336,321,0.9845,0.9762,1367.5,1100,0,0
194456,333,325,0.9859,0.9737,1367.5,1100,0,0
194556,337,321,0.984,0.9762,1367.5,1100,0,0
194656,336,325,0.9845,0.9737,1367.5,1100,0,0
194756,336,326,0.9845,0.9731,1367.5,1100,0,0
194856,334,325,0.9854,0.9737,1367.5,1100,0,0
194956,342,327,0.9817,0.9725,1367.5,1100,0,0
195056,336,320,0.9845,0.9768,1367.5,1100,0,0
195156,336,318,0.9845,0.978,1367.5,1100,0,0
195256,339,322,0.9831,0.9756,1367.5,1100,0,0
195356,336,323,0.9845,0.9749,1367.5,1100,0,0
195456,336,320,0.9845,0.9768,1367.5,1100,0,0
195556,338,322,0.9836,0.9756,1367.5,1100,0,0
195656,337,323,0.984,0.9749,1367.5,1100,0,0
195756,335,331,0.985,0.97,1367.5,1100,0,0
195856,336,331,0.9845,0.97,1367.5,1100,0,0
195956,337,323,0.984,0.9749,1367.5,1100,0,0
196056,337,322,0.984,0.9756,1367.5,1100,0,0
196156,337,323,0.984,0.9749,1367.5,1100,0,0
196256,336,320,0.9845,0.9768,1367.5,1100,0,0
196356,337,322,0.984,0.9756,1367.5,1100,0,0
196456,336,331,0.9845,0.97,1367.5,1100,0,0
196556,345,318,0.9803,0.978,1367.5,1100,0,0
196656,326,324,0.9892,0.9743,1367.5,1100,0,0
196756,337,321,0.984,0.9762,1367.5,1100,0,0
196856,339,323,0.9831,0.9749,1367.5,1100,0,0
196956,337,322,0.984,0.9756,1367.5,1100,0,0
197056,338,321,0.9836,0.9762,1367.5,1100,0,0
197156,338,321,0.9836,0.9762,1367.5,1100,0,0
197256,337,334,0.984,0.9682,1367.5,1100,0,0
197356,336,323,0.9845,0.9749,1367.5,1100,0,0
197456,326,325,0.9892,0.9737,1367.5,1100,0,0
197556,336,323,0.9845,0.9749,1367.5,1100,0,0
197656,337,322,0.984,0.9756,1367.5,1100,0,0
197756,336,320,0.9845,0.9768,1367.5,1100,0,0
197856,336,322,0.9845,0.9756,1367.5,1100,0,0
197956,336,319,0.9845,0.9774,1367.5,1100,0,0
198056,333,319,0.9859,0.9774,1367.5,1100,0,0
198156,342,322,0.9817,0.9756,1367.5,1100,0,0
198256,336,322,0.9845,0.9756,1367.5,1100,0,0
198356,336,323,0.9845,0.9749,1367.5,1100,0,0
198456,337,325,0.984,0.9737,1367.5,1100,0,0
198556,333,313,0.9859,0.9811,1367.5,1100,0,0
198656,334,326,0.9854,0.9731,1367.5,1100,0,0
198756,336,318,0.9845,0.978,1367.5,1100,0,0
198856,336,323,0.9845,0.9749,1367.5,1100,0,0
198956,336,321,0.9845,0.9762,1367.5,1100,0,0
199056,336,323,0.9845,0.9749,1367.5,1100,0,0
199156,336,321,0.9845,0.9762,1367.5,1100,0,0
199256,335,322,0.985,0.9756,1367.5,1100,0,0
199356,336,323,0.9845,0.9749,1367.5,1100,0,0
199456,336,321,0.9845,0.9762,1367.5,1100,0,0
199556,337,325,0.984,0.9737,1367.5,1100,0,0
199656,336,320,0.9845,0.9768,1367.5,1100,0,0
199756,334,320,0.9854,0.9768,1367.5,1100,0,0
199856,336,323,0.9845,0.9749,1367.5,1100,0,0
199956,336,324,0.9845,0.9743,1367.5,1100,0,0
200056,333,320,0.9859,0.9768,1367.5,1100,0,0
200156,336,320,0.9845,0.9768,1367.5,1100,0,0
200256,336,320,0.9845,0.9768,1367.5,1100,0,0
200356,336,323,0.9845,0.9749,1367.5,1100,0,0
200456,336,321,0.9845,0.9762,1367.5,1100,0,0
200556,337,320,0.984,0.9768,1367.5,1100,0,0
200656,336,323,0.9845,0.9749,1367.5,1100,0,0
200756,336,322,0.9845,0.9756,1367.5,1100,0,0
200856,336,320,0.9845,0.9768,1367.5,1100,0,0
200956,336,321,0.9845,0.9762,1367.5,1100,0,0
201056,336,321,0.9845,0.9762,1367.5,1100,0,0
201156,337,320,0.984,0.9768,1367.5,1100,0,0
201256,336,321,0.9845,0.9762,1367.5,1100,0,0
201356,331,315,0.9868,0.9798,1367.5,1100,0,0
201456,335,321,0.985,0.9762,1367.5,1100,0,0
201556,336,321,0.9845,0.9762,1367.5,1100,0,0
201656,335,319,0.985,0.9774,1367.5,1100,0,0
201756,338,334,0.9836,0.9682,1367.5,1100,0,0
201856,336,320,0.9845,0.9768,1367.5,1100,0,0
201956,336,320,0.9845,0.9768,1367.5,1100,0,0
202056,337,322,0.984,0.9756,1367.5,1100,0,0
202156,336,320,0.9845,0.9768,1367.5,1100,0,0
202256,334,319,0.9854,0.9774,1367.5,1100,0,0
202356,336,321,0.9845,0.9762,1367.5,1100,0,0
202456,336,322,0.9845,0.9756,1367.5,1100,0,0
202556,335,320,0.985,0.9768,1367.5,1100,0,0
202656,336,321,0.9845,0.9762,1367.5,1100,0,0
202756,336,322,0.9845,0.9756,1367.5,1100,0,0
202856,331,320,0.9868,0.9768,1367.5,1100,0,0
202956,330,321,0.9873,0.9762,1367.5,1100,0,0
203056,334,320,0.9854,0.9768,1367.5,1100,0,0
203156,336,327,0.9845,0.9725,1367.5,1100,0,0
203256,336,319,0.9845,0.9774,1367.5,1100,0,0
203356,335,321,0.985,0.9762,1367.5,1100,0,0
203456,331,321,0.9868,0.9762,1367.5,1100,0,0
203556,337,322,0.984,0.9756,1367.5,1100,0,0
203656,336,316,0.9845,0.9792,1367.5,1100,0,0
203756,333,319,0.9859,0.9774,1367.5,1100,0,0
203856,336,319,0.9845,0.9774,1367.5,1100,0,0
203956,333,321,0.9859,0.9762,1367.5,1100,0,0
204056,338,318,0.9836,0.978,1367.5,1100,0,0
204156,335,322,0.985,0.9756,1367.5,1100,0,0
204256,336,321,0.9845,0.9762,1367.5,1100,0,0
204356,335,320,0.985,0.9768,1367.5,1100,0,0
204456,336,321,0.9845,0.9762,1367.5,1100,0,0
204556,336,320,0.9845,0.9768,1367.5,1100,0,0
204656,336,323,0.9845,0.9749,1367.5,1100,0,0
204756,336,322,0.9845,0.9756,1367.5,1100,0,0
204856,336,322,0.9845,0.9756,1367.5,1100,0,0
204956,336,322,0.9845,0.9756,1367.5,1100,0,0
205056,337,322,0.984,0.9756,1367.5,1100,0,0
205156,332,328,0.9864,0.9719,1367.5,1100,0,0
205256,336,320,0.9845,0.9768,1367.5,1100,0,0
205356,336,320,0.9845,0.9768,1367.5,1100,0,0
205456,336,322,0.9845,0.9756,1367.5,1100,0,0
205556,336,321,0.9845,0.9762,1367.5,1100,0,0
205656,336,327,0.9845,0.9725,1367.5,1100,0,0
205756,336,320,0.9845,0.9768,1367.5,1100,0,0
205856,336,321,0.9845,0.9762,1367.5,1100,0,0
205956,336,318,0.9845,0.978,1367.5,1100,0,0
206056,334,321,0.9854,0.9762,1367.5,1100,0,0
206156,336,321,0.9845,0.9762,1367.5,1100,0,0
206256,335,318,0.985,0.978,1367.5,1100,0,0
206356,336,321,0.9845,0.9762,1367.5,1100,0,0
206456,330,327,0.9873,0.9725,1367.5,1100,0,0
206556,331,320,0.9868,0.9768,1367.5,1100,0,0
206656,333,321,0.9859,0.9762,1367.5,1100,0,0
206756,335,320,0.985,0.9768,1367.5,1100,0,0
206856,335,320,0.985,0.9768,1367.5,1100,0,0
206956,336,321,0.9845,0.9762,1367.5,1100,0,0
207056,333,320,0.9859,0.9768,1367.5,1100,0,0
207156,332,319,0.9864,0.9774,1367.5,1100,0,0
207256,336,320,0.9845,0.9768,1367.5,1100,0,0
207356,331,321,0.9868,0.9762,1367.5,1100,0,0
207456,333,318,0.9859,0.978,1367.5,1100,0,0
207556,330,319,0.9873,0.9774,1367.5,1100,0,0
207656,337,320,0.984,0.9768,1367.5,1100,0,0
207756,333,317,0.9859,0.9786,1367.5,1100,0,0
207856,334,320,0.9854,0.9768,1367.5,1100,0,0
207956,334,319,0.9854,0.9774,1367.5,1100,0,0
208056,336,317,0.9845,0.9786,1367.5,1100,0,0
208156,334,318,0.9854,0.978,1367.5,1100,0,0
208256,334,319,0.9854,0.9774,1367.5,1100,0,0
208356,328,314,0.9883,0.9804,1367.5,1100,0,0
208456,335,320,0.985,0.9768,1367.5,1100,0,0
208556,332,320,0.9864,0.9768,1367.5,1100,0,0
208656,329,321,0.9878,0.9762,1367.5,1100,0,0
208756,335,321,0.985,0.9762,1367.5,1100,0,0
208856,330,320,0.9873,0.9768,1367.5,1100,0,0
208956,332,320,0.9864,0.9768,1367.5,1100,0,0
209056,334,318,0.9854,0.978,1367.5,1100,0,0
209156,333,320,0.9859,0.9768,1367.5,1100,0,0
209256,352,336,0.977,0.967,1367.5,1100,0,0
209356,336,346,0.9845,0.9609,1367.5,1100,0,0
209456,543,341,0.8873,0.9639,1367.5,1100,0,0
209556,1331,789,0.5171,0.6901,1367.5,1100,0,0
209656,2851,2615,0,0,1367.5,1100,1,1
209756,3347,3107,0,0,1367.5,1100,1,1
209856,3375,3150,0,0,1367.5,1100,1,1
209956,3341,3120,0,0,1367.5,1100,1,1
210056,3287,3081,0,0,1367.5,1100,1,1
210156,3214,3024,0,0,1367.5,1100,1,1
210256,3154,2970,0,0,1367.5,1100,1,1
210356,3188,3006,0,0,1367.5,1100,1,1
210456,3243,3055,0,0,1367.5,1100,1,1
210556,3257,3063,0,0,1367.5,1100,1,1
210656,3271,3088,0,0,1367.5,1100,1,1
